,R1
4170.0,3
4603.0,3
4549.0,3
1538.0,3
3585.0,3
3768.0,3
4441.0,3
4421.0,3
3591.0,3
4734.0,3
3310.0,3
4110.0,3
3870.0,3
3333.0,3
4077.0,3
4137.0,3
4008.0,3
4561.0,3
3364.0,3
3813.0,3
3843.0,3
4430.0,3
3909.0,3
4356.0,3
5676.0,3
4683.0,3
1350.0,3
1439.0,3
3696.0,3
1582.0,3
1677.0,3
3910.0,3
1554.0,3
4306.0,3
3469.0,3
4731.0,3
3958.0,3
3684.0,3
3868.0,3
1687.0,3
1584.0,3
4677.0,3
3676.0,3
3436.0,3
4319.0,3
4057.0,3
1626.0,3
1486.0,3
3550.0,3
4226.0,3
3451.0,3
4037.0,3
1682.0,3
3475.0,3
5377.0,3
9128.0,3
3773.0,3
5617.0,3
4125.0,3
5041.0,3
4309.0,3
3538.0,3
1470.0,3
3874.0,3
8532.0,3
4071.0,3
1436.0,3
5431.0,3
1882.0,3
1453.0,3
1471.0,3
4119.0,3
3842.0,3
4273.0,3
3920.0,3
3815.0,3
2136.0,3
3805.0,3
3564.0,3
4713.0,3
5255.0,3
5241.0,3
3846.0,3
4287.0,3
3430.0,3
4882.0,3
4099.0,3
3932.0,3
4517.0,3
3619.0,3
3229.0,3
3347.0,3
1542.0,3
4299.0,3
1821.0,3
3616.0,3
3695.0,3
1408.0,3
4684.0,3
4048.0,3
3754.0,3
1587.0,3
3600.0,3
3899.0,3
5098.0,3
1906.0,3
4883.0,3
3794.0,3
4196.0,3
4943.0,3
4224.0,3
4072.0,3
3429.0,3
4227.0,3
3643.0,3
8930.0,3
4261.0,3
1458.0,3
3637.0,3
5021.0,3
4018.0,3
3612.0,3
3782.0,3
3825.0,3
3967.0,3
3595.0,3
3973.0,3
4042.0,3
5005.0,3
4375.0,3
3831.0,3
4772.0,3
3892.0,3
3486.0,3
3461.0,3
3758.0,3
5934.0,3
1703.0,3
3985.0,3
3261.0,3
1437.0,3
4463.0,3
3784.0,3
4705.0,3
4217.0,3
1704.0,3
8024.0,3
4340.0,3
3823.0,3
4193.0,3
1640.0,3
3977.0,3
4322.0,3
4027.0,3
3731.0,3
1375.0,3
3819.0,3
3480.0,3
4611.0,3
4090.0,3
3778.0,3
1809.0,3
4482.0,3
3867.0,3
3679.0,3
4513.0,3
3861.0,3
1549.0,3
3852.0,3
4721.0,3
5024.0,3
3980.0,3
4114.0,3
4050.0,3
1979.0,3
3851.0,3
1867.0,3
4990.0,3
4429.0,3
3649.0,3
3568.0,3
4294.0,3
3830.0,3
4272.0,3
4383.0,3
4165.0,3
3629.0,3
4728.0,3
3664.0,3
3702.0,3
4255.0,3
4416.0,3
3743.0,3
3656.0,3
3755.0,3
4146.0,3
4623.0,3
3816.0,3
3522.0,3
3518.0,3
4292.0,3
4930.0,3
3515.0,3
4379.0,3
3708.0,2
4491.0,2
4627.0,2
4318.0,2
4234.0,2
1488.0,2
8647.0,2
3824.0,2
3593.0,2
4766.0,2
5029.0,2
5369.0,2
4941.0,2
3572.0,2
5926.0,2
4792.0,2
4239.0,2
4031.0,2
5718.0,2
3569.0,2
4658.0,2
4190.0,2
4152.0,2
5106.0,2
3800.0,2
8608.0,2
4419.0,2
4637.0,2
3880.0,2
3878.0,2
5954.0,2
3952.0,2
4572.0,2
2167.0,2
4289.0,2
3982.0,2
4270.0,2
8931.0,2
3954.0,2
5047.0,2
3779.0,2
4576.0,2
3859.0,2
4001.0,2
4391.0,2
4205.0,2
8845.0,2
3996.0,2
1635.0,2
3512.0,2
4407.0,2
4376.0,2
4286.0,2
4327.0,2
3598.0,2
5026.0,2
4938.0,2
1565.0,2
4680.0,2
4535.0,2
1708.0,2
3694.0,2
1581.0,2
5706.0,2
4656.0,2
5138.0,2
8942.0,2
5216.0,2
3829.0,2
4690.0,2
3416.0,2
4753.0,2
3944.0,2
4378.0,2
5027.0,2
3795.0,2
4162.0,2
3975.0,2
5084.0,2
3504.0,2
4816.0,2
5289.0,2
5111.0,2
4555.0,2
4320.0,2
5500.0,2
8998.0,2
4220.0,2
4177.0,2
4758.0,2
4450.0,2
4960.0,2
4241.0,2
5174.0,2
4685.0,2
4765.0,2
8759.0,2
5268.0,2
3729.0,2
4520.0,2
3872.0,2
8731.0,2
5459.0,2
5417.0,2
3520.0,2
4005.0,2
4621.0,2
3728.0,2
4841.0,2
1607.0,2
3302.0,2
4394.0,2
4503.0,2
5108.0,2
5173.0,2
8978.0,2
3760.0,2
5123.0,2
4122.0,2
4551.0,2
4444.0,2
3890.0,2
1748.0,2
3882.0,2
1671.0,2
4540.0,2
4388.0,2
3577.0,2
1490.0,2
5407.0,2
3703.0,2
4246.0,2
6064.0,2
3946.0,2
4180.0,2
4511.0,2
4738.0,2
1651.0,2
4414.0,2
4368.0,2
8394.0,2
4524.0,2
4417.0,2
4907.0,2
5344.0,2
3756.0,2
4326.0,2
1579.0,2
5607.0,2
3636.0,2
4094.0,2
3716.0,2
4537.0,2
8817.0,2
4515.0,2
3282.0,2
4567.0,2
5109.0,2
4875.0,2
3806.0,2
21026.0,2
1784.0,2
5896.0,2
6360.0,2
5133.0,2
3826.0,2
4834.0,2
5471.0,2
4030.0,2
4940.0,2
4886.0,2
8538.0,2
3931.0,2
5901.0,2
4156.0,2
8751.0,2
4035.0,2
4745.0,2
3533.0,2
4173.0,2
3006.0,2
3916.0,2
8474.0,2
4189.0,2
3478.0,2
4457.0,2
5075.0,2
4420.0,2
5008.0,2
4494.0,2
4405.0,2
5943.0,2
4275.0,2
4335.0,2
9083.0,2
8963.0,2
4073.0,2
3785.0,2
3866.0,2
5474.0,2
3718.0,2
3962.0,2
4726.0,2
1568.0,2
3420.0,2
4826.0,2
4527.0,2
8510.0,2
4160.0,2
5142.0,2
3989.0,2
4718.0,2
5242.0,2
5134.0,2
3901.0,2
4545.0,2
3615.0,2
9127.0,2
5080.0,2
1588.0,2
8689.0,2
4455.0,2
4060.0,2
4442.0,2
5236.0,2
8934.0,2
1714.0,2
4086.0,2
4498.0,2
4512.0,2
5209.0,2
5787.0,2
4850.0,2
5361.0,2
4750.0,2
3828.0,2
3724.0,2
4681.0,2
4492.0,2
3976.0,2
4254.0,2
4780.0,2
3693.0,2
4310.0,2
5427.0,2
4686.0,2
4732.0,2
4789.0,2
4058.0,2
4961.0,2
4504.0,2
8501.0,2
4470.0,2
4011.0,2
8600.0,2
3565.0,2
3834.0,2
4244.0,2
4258.0,2
5378.0,2
4070.0,2
4361.0,2
3888.0,2
7014.0,2
4003.0,2
4081.0,2
4317.0,2
3717.0,2
4069.0,2
4617.0,2
4418.0,2
3787.0,2
5207.0,2
1492.0,2
4045.0,2
4648.0,2
6419.0,2
5831.0,2
3948.0,2
4992.0,2
3898.0,2
4295.0,2
4898.0,2
8860.0,2
2785.0,2
3481.0,2
4638.0,2
4279.0,2
3741.0,2
1631.0,2
4118.0,2
9141.0,2
4791.0,2
4178.0,2
1751.0,2
3707.0,2
5010.0,2
4197.0,2
4269.0,2
3340.0,2
5247.0,2
1765.0,2
5161.0,2
4451.0,2
4403.0,2
4873.0,2
3647.0,2
3796.0,2
4820.0,2
4710.0,2
5019.0,2
4424.0,2
5121.0,2
5636.0,2
4291.0,2
5539.0,2
5495.0,2
5453.0,2
8749.0,2
4449.0,2
4602.0,2
5733.0,2
4348.0,2
3739.0,2
4386.0,2
3792.0,2
3968.0,2
4308.0,2
4554.0,2
5380.0,2
4597.0,2
4104.0,2
3821.0,2
3401.0,2
4248.0,2
4108.0,2
8705.0,2
4155.0,2
4959.0,2
4454.0,2
6340.0,2
2214841.0,2
3187.0,2
5337.0,2
4968.0,2
3623.0,2
4290.0,2
1422.0,2
3847.0,2
4350.0,2
5095.0,2
4333.0,2
3530.0,2
4202.0,2
4347.0,2
5785.0,2
8743.0,2
1370.0,2
5308.0,2
4951.0,2
4902.0,2
5479.0,2
3793.0,2
3246.0,2
4587.0,2
6310.0,2
6896.0,2
4754.0,2
4377.0,2
4631.0,2
4311.0,2
4268.0,2
4872.0,2
4065.0,2
3994.0,2
5239.0,2
8392.0,2
5588.0,2
4074.0,2
3915.0,2
4865.0,2
5451.0,2
3698.0,2
4591.0,2
9061.0,2
1920.0,2
4996.0,2
4349.0,2
5396.0,2
5082.0,2
1756.0,2
4245.0,2
6047.0,2
6230.0,2
1984.0,2
4415.0,2
4477.0,2
4138.0,2
4889.0,2
6748.0,2
4249.0,2
3473.0,2
4145.0,2
4542.0,2
5509.0,2
4028.0,2
4332.0,2
4729.0,2
4739.0,2
3987.0,2
7868.0,2
4983.0,2
4813.0,2
3886.0,2
5496.0,2
3887.0,2
9306.0,2
3579.0,2
5747.0,2
3634.0,2
8889.0,2
5049.0,2
4857.0,2
5044.0,2
4982.0,2
4382.0,2
3854.0,2
5360.0,2
5034.0,2
4359.0,2
8682.0,2
4345.0,2
3526.0,2
3807.0,2
4539.0,2
5036.0,2
5426.0,2
5181.0,2
3644.0,2
4639.0,2
5520.0,2
8539.0,2
4923.0,2
5327.0,2
8461.0,2
3765.0,2
4305.0,2
1534.0,2
5668.0,2
4392.0,2
5077.0,2
5303.0,2
6233.0,2
1642.0,2
8667.0,2
4645.0,2
4404.0,2
5965.0,2
5723.0,2
8690.0,2
4675.0,2
3904.0,2
4748.0,2
3943.0,2
3997.0,2
1399.0,2
6298.0,2
5922.0,2
5140.0,2
1591.0,2
4860.0,2
4553.0,2
4914.0,2
4301.0,2
4776.0,2
3927.0,2
8561.0,2
4400.0,2
5217.0,2
1665.0,2
4266.0,2
5046.0,2
5519.0,2
4523.0,2
4016.0,2
3685.0,2
5214.0,2
8384.0,2
8562.0,2
4015.0,2
4861.0,2
8604.0,2
4393.0,2
3871.0,2
4548.0,2
4176.0,2
4671.0,2
4528.0,2
3725.0,2
4837.0,2
9095.0,2
4666.0,2
4533.0,2
4909.0,2
4682.0,2
5246.0,2
4357.0,2
4233.0,2
4068.0,2
8422.0,2
3742.0,2
3688.0,2
1846.0,2
3981.0,2
4256.0,2
5847.0,2
4236.0,2
3902.0,2
5273.0,2
3873.0,2
4708.0,2
4423.0,2
5158.0,1
4059.0,1
4406.0,1
2666042.0,1
4825.0,1
6175.0,1
4768.0,1
5056.0,1
5333.0,1
8289.0,1
9021.0,1
5603.0,1
4947.0,1
7134.0,1
9191.0,1
6092.0,1
6006.0,1
9026.0,1
5002.0,1
9216.0,1
4568.0,1
5283.0,1
5524.0,1
4054.0,1
4799.0,1
8342.0,1
5544.0,1
8370.0,1
16575.0,1
9232.0,1
6056.0,1
9148.0,1
5099.0,1
8568.0,1
3772.0,1
18794.0,1
5470.0,1
6134.0,1
4387.0,1
6026.0,1
4120.0,1
8285.0,1
4613.0,1
6869.0,1
5966.0,1
4987.0,1
5892.0,1
4589.0,1
4830.0,1
5679.0,1
5667.0,1
4868.0,1
8714.0,1
5463.0,1
4460.0,1
6035.0,1
5629.0,1
6243.0,1
5435.0,1
8622.0,1
8791.0,1
2616270.0,1
3974.0,1
9090.0,1
7531.0,1
8785.0,1
4399.0,1
8895.0,1
8697.0,1
5768.0,1
17061.0,1
5531.0,1
2702414.0,1
3365.0,1
9035.0,1
6907.0,1
16691.0,1
5822.0,1
4767.0,1
5970.0,1
4855.0,1
5016.0,1
4501.0,1
5330.0,1
4741.0,1
8569.0,1
5726.0,1
9130.0,1
17225.0,1
1615276.0,1
5978.0,1
6335.0,1
3665.0,1
16706.0,1
999996386.0,1
4913.0,1
7420.0,1
5933.0,1
4426.0,1
8993.0,1
4984.0,1
2739219.0,1
8907.0,1
2514774.0,1
5820.0,1
8389.0,1
4665.0,1
1442345.0,1
4593.0,1
5212.0,1
1442387.0,1
7440.0,1
5168.0,1
8648.0,1
4922.0,1
5874.0,1
5204.0,1
3840.0,1
1624045.0,1
7019.0,1
9157.0,1
6690.0,1
4986.0,1
10549.0,1
5532.0,1
5088.0,1
8623.0,1
9206.0,1
7026.0,1
9488.0,1
5060.0,1
4366.0,1
5845.0,1
4571.0,1
14457.0,1
8379.0,1
8318.0,1
4994.0,1
4936.0,1
5829.0,1
8178.0,1
5550.0,1
3903.0,1
5388.0,1
30453006.0,1
3835.0,1
5780.0,1
6424.0,1
4711.0,1
4609.0,1
6020.0,1
7253.0,1
4130.0,1
8854.0,1
8198.0,1
4808.0,1
6547.0,1
5269.0,1
4390.0,1
6626.0,1
8452.0,1
4881.0,1
10412.0,1
8626.0,1
4716.0,1
6531.0,1
8809.0,1
5311.0,1
5132.0,1
4814.0,1
5294.0,1
8646.0,1
5037.0,1
8488.0,1
8000.0,1
4312.0,1
9401.0,1
8610.0,1
1827830.0,1
5542.0,1
263090.0,1
8982.0,1
6961.0,1
4538.0,1
2214119.0,1
4373.0,1
6120.0,1
8636.0,1
4863.0,1
6615.0,1
3655.0,1
5312.0,1
5702.0,1
5919.0,1
7415.0,1
4436.0,1
5346.0,1
4573.0,1
5906.0,1
4363.0,1
4257.0,1
5439.0,1
4730.0,1
5809.0,1
8869.0,1
9197.0,1
4458.0,1
16840.0,1
10095.0,1
15534.0,1
8333.0,1
5916.0,1
6558.0,1
2739332.0,1
8298.0,1
4229.0,1
3811.0,1
8467.0,1
6641.0,1
5957.0,1
4076.0,1
3484.0,1
4633.0,1
16674.0,1
4112.0,1
5589.0,1
8688.0,1
4925.0,1
8492.0,1
5691.0,1
5159.0,1
5315.0,1
4811.0,1
4664.0,1
4106.0,1
6373.0,1
8110.0,1
9330.0,1
5124.0,1
3877.0,1
5635.0,1
4103.0,1
9307.0,1
6487.0,1
6254.0,1
5277.0,1
6131.0,1
6319.0,1
4649.0,1
5251.0,1
9122.0,1
7113.0,1
4818.0,1
4541.0,1
5341.0,1
5719.0,1
4890.0,1
8925.0,1
8936.0,1
9850.0,1
5114.0,1
5420.0,1
5006.0,1
8593.0,1
4107.0,1
9096.0,1
6546.0,1
8994.0,1
4949.0,1
5410.0,1
9179.0,1
8753.0,1
6435.0,1
8364.0,1
4135.0,1
4231.0,1
6561.0,1
16509.0,1
5638.0,1
4977.0,1
9435.0,1
15247.0,1
6034.0,1
4817.0,1
9721.0,1
4643.0,1
8979.0,1
4845.0,1
4635.0,1
3.438,1
6077.0,1
5176.0,1
5462.0,1
4762.0,1
5911.0,1
6553.0,1
6752.0,1
4843.0,1
16187.0,1
8543.0,1
8773.0,1
3681.0,1
16554.0,1
4053.0,1
7768.0,1
6902.0,1
5120.0,1
2700268.0,1
5281.0,1
4810.0,1
6193.0,1
4013.0,1
4487.0,1
4453.0,1
5356.0,1
4978.0,1
4489.0,1
5316.0,1
5855.0,1
63777.0,1
16206.0,1
4870.0,1
8874.0,1
5704.0,1
3992.0,1
4472.0,1
2699469.0,1
8502.0,1
4903.0,1
7161.0,1
5686.0,1
4829.0,1
6302.0,1
6522.0,1
4592.0,1
8924.0,1
5352.0,1
8828.0,1
3471.0,1
9192.0,1
8123.0,1
4699.0,1
8203.0,1
4827.0,1
8742.0,1
7736.0,1
7001.0,1
8657.0,1
8324.0,1
5103.0,1
6109.0,1
6184.0,1
8948.0,1
4163.0,1
4575.0,1
4389.0,1
8262.0,1
4614.0,1
4364.0,1
4251.0,1
6506.0,1
3453.0,1
9012.0,1
4848.0,1
6766.0,1
4691.0,1
8273.0,1
6711.0,1
6466.0,1
8536.0,1
4466.0,1
5656.0,1
9176.0,1
4929.0,1
4411.0,1
16696.0,1
30279.0,1
5117.0,1
4687.0,1
8872.0,1
6273.0,1
5094.0,1
6125.0,1
4507.0,1
4443.0,1
3995.0,1
6277.0,1
5350.0,1
4757.0,1
4468.0,1
16131.0,1
4412.0,1
4495.0,1
8892.0,1
4660.0,1
4040.0,1
5154.0,1
4945.0,1
5039.0,1
9482.0,1
1633.0,1
4785.0,1
8851.0,1
7109.0,1
4344.0,1
4497.0,1
9059.0,1
16677.0,1
430611.0,1
8435.0,1
5093.0,1
8431.0,1
3889.0,1
4398.0,1
5684.0,1
7764.0,1
8644.0,1
8733.0,1
16635.0,1
5592.0,1
5887.0,1
6614.0,1
4828.0,1
8655.0,1
4186.0,1
5835.0,1
5939.0,1
7194.0,1
4805.0,1
6839.0,1
4927.0,1
3358.0,1
4971.0,1
4006.0,1
5210.0,1
4307.0,1
8477.0,1
3906.0,1
4084.0,1
8656.0,1
8563.0,1
8397.0,1
4126.0,1
6448.0,1
5284.0,1
16714.0,1
8902.0,1
5536.0,1
5472.0,1
5386.0,1
1386.0,1
4557.0,1
7034.0,1
6620.0,1
6311.0,1
16274.0,1
6220.0,1
6779.0,1
5219.0,1
4651.0,1
9036.0,1
4142.0,1
5538.0,1
7267.0,1
5737.0,1
5560.0,1
5286.0,1
6658.0,1
8609.0,1
16662.0,1
3883.0,1
4610.0,1
10091.0,1
4612.0,1
4062.0,1
8737.0,1
8952.0,1
8713.0,1
4864.0,1
8176.0,1
10701.0,1
8449.0,1
9161.0,1
5549.0,1
6814.0,1
6776.0,1
8949.0,1
4689.0,1
8350.0,1
5307.0,1
6169.0,1
8215.0,1
3865.0,1
5708.0,1
5425.0,1
4669.0,1
9446.0,1
13504.0,1
3667.0,1
6374.0,1
5428.0,1
8792.0,1
5199.0,1
16375.0,1
5582.0,1
5593.0,1
8403.0,1
5162.0,1
4821.0,1
4095.0,1
6944.0,1
5017.0,1
6798.0,1
8519.0,1
6369.0,1
6836.0,1
4897.0,1
5662.0,1
8910.0,1
3978.0,1
4950.0,1
6066.0,1
707624.0,1
5065.0,1
5390.0,1
4046.0,1
4583.0,1
8797.0,1
8347.0,1
4778.0,1
8771.0,1
3860.0,1
8460.0,1
8818.0,1
6586.0,1
6445.0,1
4722.0,1
4434.0,1
7120.0,1
4720.0,1
4569.0,1
4089.0,1
4262.0,1
5151.0,1
5057.0,1
6981.0,1
3374.0,1
8079.0,1
6421.0,1
4304.0,1
5745.0,1
6805.0,1
5015.0,1
5182.0,1
4701.0,1
5790.0,1
4646.0,1
4149.0,1
4100.0,1
5938.0,1
6241.0,1
4783.0,1
8534.0,1
8438.0,1
5725.0,1
4723.0,1
9314.0,1
6714.0,1
8846.0,1
8716.0,1
4242.0,1
7501.0,1
8721.0,1
8888.0,1
5812.0,1
5329.0,1
1817606.0,1
8553.0,1
5644.0,1
4998.0,1
6190.0,1
6480.0,1
5225.0,1
6572.0,1
6123.0,1
6114.0,1
4632.0,1
5321.0,1
5694.0,1
8858.0,1
7206.0,1
8659.0,1
5673.0,1
4956.0,1
7289.0,1
4237.0,1
5069.0,1
4325.0,1
5648.0,1
8150.0,1
16641.0,1
8836.0,1
6845.0,1
5323.0,1
5317.0,1
5063.0,1
6351.0,1
6601.0,1
5869.0,1
8421.0,1
4962.0,1
1685108.0,1
6691.0,1
3837.0,1
8574.0,1
10597.0,1
8672.0,1
8526.0,1
3547.0,1
6412.0,1
8022.0,1
5296.0,1
5232.0,1
6228.0,1
6722.0,1
4075.0,1
5058.0,1
6751.0,1
4832.0,1
8984.0,1
5374.0,1
5721.0,1
5475.0,1
8825.0,1
4401.0,1
7352.0,1
6379.0,1
4432.0,1
5449.0,1
4661.0,1
4942.0,1
9686.0,1
4198.0,1
4370.0,1
6146.0,1
5126.0,1
5608.0,1
8383.0,1
315771.0,1
4565.0,1
8918.0,1
4433.0,1
9074.0,1
4606.0,1
5102.0,1
8908.0,1
5001.0,1
6274.0,1
5578.0,1
8763.0,1
4975.0,1
6342.0,1
4580.0,1
5781.0,1
6260.0,1
7564.0,1
5062.0,1
4134.0,1
4259.0,1
5485.0,1
5606.0,1
5552.0,1
5087.0,1
4787.0,1
4973.0,1
1685823.0,1
4781.0,1
8939.0,1
8643.0,1
5452.0,1
4619.0,1
9002.0,1
5823.0,1
6441.0,1
5977.0,1
8523.0,1
9624.0,1
7954.0,1
5097.0,1
5270.0,1
9278.0,1
8425.0,1
16404.0,1
5600.0,1
5196.0,1
5012.0,1
5218.0,1
5264.0,1
8774.0,1
5249.0,1
8147.0,1
4354.0,1
8831.0,1
4064.0,1
3751.0,1
3885.0,1
4596.0,1
16649.0,1
8206.0,1
4158.0,1
5399.0,1
4007.0,1
6858.0,1
8571.0,1
7187.0,1
5853.0,1
8413.0,1
5925.0,1
6151.0,1
4206.0,1
3762.0,1
3993.0,1
4906.0,1
4025.0,1
2534422.0,1
6009.0,1
8381.0,1
5802.0,1
4795.0,1
5991.0,1
5000.0,1
8903.0,1
4456.0,1
1887899.0,1
5265.0,1
5119.0,1
4812.0,1
5272.0,1
9202.0,1
149221.0,1
8766.0,1
9373.0,1
1687038.0,1
3986.0,1
4271.0,1
5150.0,1
9003.0,1
5942.0,1
5112.0,1
4214.0,1
16312.0,1
9182.0,1
5089.0,1
4598.0,1
8870.0,1
5186.0,1
4038.0,1
3713.0,1
7234.0,1
3721.0,1
4869.0,1
4552.0,1
4918.0,1
8509.0,1
4859.0,1
5342.0,1
4078.0,1
8475.0,1
4891.0,1
8060.0,1
5672.0,1
4921.0,1
4704.0,1
8772.0,1
6739.0,1
4192.0,1
6605.0,1
4115.0,1
4937.0,1
10993.0,1
8912.0,1
5198.0,1
3363.0,1
4779.0,1
5445.0,1
5135.0,1
6453.0,1
8224.0,1
9085.0,1
514824.0,1
4238.0,1
4435.0,1
5683.0,1
4581.0,1
5584.0,1
7349.0,1
9175.0,1
11720.0,1
5189.0,1
5734.0,1
8480.0,1
18560.0,1
6266.0,1
4618.0,1
5128.0,1
4079.0,1
8782.0,1
4182.0,1
5848.0,1
4620.0,1
9050.0,1
5473.0,1
4782.0,1
9872.0,1
16615.0,1
3764.0,1
5110.0,1
7847.0,1
5956.0,1
4445.0,1
4969.0,1
6210.0,1
4885.0,1
4203.0,1
8739.0,1
4774.0,1
9110.0,1
5968.0,1
5546.0,1
5511.0,1
6341.0,1
6268.0,1
6674.0,1
8588.0,1
5755.0,1
9104.0,1
4044.0,1
8602.0,1
3418.0,1
6757.0,1
1324.0,1
5700.0,1
18003.0,1
5658.0,1
8374.0,1
6382.0,1
6018.0,1
4905.0,1
9211.0,1
8802.0,1
6055.0,1
16489.0,1
4033.0,1
4742.0,1
4636.0,1
10543.0,1
8953.0,1
3766.0,1
5052.0,1
4712.0,1
6068.0,1
3869.0,1
4221.0,1
7786.0,1
4796.0,1
6057.0,1
8590.0,1
4663.0,1
10652.0,1
4676.0,1
4991.0,1
3979.0,1
4755.0,1
4159.0,1
6540.0,1
5841.0,1
4526.0,1
4157.0,1
4355.0,1
4123.0,1
16534.0,1
4899.0,1
4544.0,1
6061.0,1
9020.0,1
4448.0,1
8720.0,1
3896.0,1
4216.0,1
4993.0,1
6063.0,1
5130.0,1
16695.0,1
4574.0,1
3922.0,1
3542.0,1
6104.0,1
16481.0,1
6770.0,1
4756.0,1
8305.0,1
6347.0,1
5540.0,1
7071.0,1
4051.0,1
5129.0,1
6442.0,1
5456.0,1
8613.0,1
5253.0,1
4700.0,1
4490.0,1
6841.0,1
5276.0,1
4703.0,1
5175.0,1
6756.0,1
7810.0,1
4933.0,1
8748.0,1
8806.0,1
4365.0,1
4697.0,1
6427.0,1
232242.0,1
4844.0,1
8182.0,1
4530.0,1
5213.0,1
5259.0,1
5575.0,1
4518.0,1
5053.0,1
5074.0,1
4019.0,1
5240.0,1
8887.0,1
4777.0,1
4437.0,1
4446.0,1
5674.0,1
8750.0,1
3955.0,1
5669.0,1
5568.0,1
5358.0,1
5468.0,1
5156.0,1
5211.0,1
8446.0,1
7628.0,1
4804.0,1
4847.0,1
4559.0,1
2665944.0,1
8637.0,1
5951.0,1
5492.0,1
8704.0,1
5066.0,1
4999.0,1
4740.0,1
5116.0,1
1428472.0,1
1474.0,1
4132.0,1
3494.0,1
14549.0,1
5051.0,1
5297.0,1
4185.0,1
5384.0,1
1601.0,1
4171.0,1
3635.0,1
9149.0,1
4600.0,1
8871.0,1
8865.0,1
5574.0,1
6471.0,1
5583.0,1
5709.0,1
5054.0,1
8635.0,1
4964.0,1
9022.0,1
5190.0,1
5689.0,1
10256.0,1
4459.0,1
7127.0,1
6851.0,1
3959.0,1
5215.0,1
4092.0,1
5235.0,1
16796.0,1
30804.0,1
6308.0,1
6344.0,1
5714.0,1
4213.0,1
8711.0,1
4284.0,1
4948.0,1
9063.0,1
3957.0,1
8699.0,1
10921.0,1
5998.0,1
6532.0,1
4297.0,1
3777.0,1
5415.0,1
3947.0,1
5458.0,1
4169.0,1
4558.0,1
9375.0,1
3817.0,1
4974.0,1
4153.0,1
5987.0,1
8548.0,1
9177.0,1
9079.0,1
5085.0,1
5152.0,1
8770.0,1
5228.0,1
4981.0,1
8195.0,1
4218.0,1
7186.0,1
4508.0,1
6657.0,1
3378.0,1
5784.0,1
7714.0,1
5430.0,1
16514.0,1
10688.0,1
8875.0,1
2558850.0,1
4039.0,1
8399.0,1
5551.0,1
5258.0,1
3256.0,1
5394.0,1
9039.0,1
8745.0,1
8805.0,1
5018.0,1
4604.0,1
8832.0,1
5893.0,1
4243.0,1
1685792.0,1
4439.0,1
4856.0,1
4963.0,1
5858.0,1
16353.0,1
3701.0,1
12043.0,1
6385.0,1
5405.0,1
3884.0,1
5604.0,1
3631.0,1
6008.0,1
6030.0,1
6689.0,1
9666.0,1
77340.0,1
3350.0,1
4461.0,1
4679.0,1
4652.0,1
16270.0,1
8482.0,1
4478135.0,1
4659.0,1
4240.0,1
4519.0,1
4230.0,1
3627.0,1
4116.0,1
8274.0,1
4797.0,1
4534.0,1
8300.0,1
2699734.0,1
8794.0,1
5864.0,1
8165.0,1
7257.0,1
4784.0,1
8898.0,1
5793.0,1
5670.0,1
4958.0,1
5773.0,1
4474.0,1
5340.0,1
8114.0,1
8495.0,1
4894.0,1
5406.0,1
4670.0,1
4141.0,1
5623.0,1
5025.0,1
193666.0,1
9087.0,1
6410.0,1
5166.0,1
5469.0,1
5163.0,1
4908.0,1
5612.0,1
6115.0,1
5597.0,1
5402.0,1
5900.0,1
4743.0,1
14840.0,1
4717.0,1
5715.0,1
8595.0,1
8735.0,1
4715.0,1
6959.0,1
6778.0,1
4839.0,1
8311.0,1
13412.0,1
4253.0,1
8971.0,1
4588.0,1
8583.0,1
5309.0,1
4353.0,1
20173.0,1
5107.0,1
9134.0,1
1655810.0,1
3934.0,1
6160.0,1
5188.0,1
3626.0,1
5042.0,1
4499.0,1
31575.0,1
5334.0,1
5935.0,1
18934.0,1
9052.0,1
8827.0,1
4853.0,1
9100.0,1
4838.0,1
8650.0,1
4662.0,1
7060.0,1
5177.0,1
16727.0,1
9403.0,1
14455.0,1
4087.0,1
3907.0,1
5104.0,1
8835.0,1
6117.0,1
4328.0,1
5220.0,1
6317.0,1
8386.0,1
4944.0,1
17097.0,1
4144.0,1
28271.0,1
2670371.0,1
4128.0,1
4384.0,1
5478.0,1
4024.0,1
4585.0,1
7301.0,1
4884.0,1
999996385.0,1
9215.0,1
3894.0,1
34089.0,1
4200.0,1
8775.0,1
6328.0,1
6165.0,1
5481.0,1
8680.0,1
260376.0,1
3918.0,1
6627.0,1
3965.0,1
6094.0,1
4793.0,1
3663.0,1
4476.0,1
3972.0,1
12872.0,1
9018.0,1
18634.0,1
4021.0,1
8891.0,1
4300.0,1
5436.0,1
4521.0,1
4566.0,1
4098.0,1
7110.0,1
6001.0,1
5466.0,1
6191.0,1
9120.0,1
5144.0,1
5982.0,1
3571.0,1
5707.0,1
5320.0,1
5666.0,1
4061.0,1
4546.0,1
4438.0,1
5298.0,1
5238.0,1
4483.0,1
8747.0,1
